Total paragraphs: 3934

[ 68] s=30  | 정해놓고 - 생각하라
[1983] s=22  | 시간여행은 시간에 관한 견해가 첨예하게 대립하는 주제이다. 현재주의자에 따르면, 현재에서 과거, 미래의 특정 시점을 찾아가는 것은 영원주의자의 생각처럼 시간 퍼즐의 여러 조각 중 하나를 찾아가는 것이 아니다. ㉡현재주의자 중에 다수는 시간여행이 불가능하다고 주장한다. 누군가가 시간여행을 하려면 과거나 미래로 이동할 수 있어야 하지만, 이미 흘러간 과거와 아직 오지 않은 미래는 실재하지 않는다. 이를 도착지 비존재의 문제라고 할 수 있다.
[1984] s=22  | 현재주의자 중에도 시간여행이 가능하다고 보는 사람이 있다. 과거로의 시간여행을 시작하는 현재 시점 Tn에서 과거의 특정 시점 Tn-1은 실재가 아니다. 그러나 시간여행자가 Tn-1에 도착할 때 그 시점은 그에게 현재가 되어 존재하지 않을까? 하지만 이는 과거를 마치 현재인 양 여기게 하는 속임수라고 보는 사람도 있다. 과거 시점 Tn-1에 도착한다면, 과거는 이제 현재가 된다. 그러나 시간여행의 가능성을 따질 때 우리가 관심을 가지는 현재는 애초에 출발하는 시점인 Tn이지 과거의 도착지인 Tn-1이 아니다. 만일 Tn-1이 현재가 된다는 것이 중요하다면, Tn-1에 도착한 사람에게 Tn은 이제 미래가 된다는 것 역시 중요하다. 그런데 현재주의자는 미래의 비존재를 주장하므로, Tn-1에 도착한 시간여행자는 존재하지 않는 미래에서 출발하여 현재에 도착한 셈이다. 이것이 바로 출발지 비존재의 문제이다. 결국 3차원주의 세계에서 시간여행이 가능하다는 점을 보여주려면 출발지 비존재의 문제를 해소해야 한다.
[1985] s=22  | 시간여행의 가능성을 믿는 3차원주의자는 ‘출발지 비존재’를 ‘출발지 미결정’으로 보게 되면 문제가 해소된다고 주장할 수 있다. 시간여행자가 과거 Tn-1에 도착하는 순간, 그는 실재하지 않는 미래로부터 현재로 이동한 것이 아니라 미결정된 미래로부터 현재로 이동한 것이 된다. 그렇다고 하더라도 출발지 비존재의 문제와 마찬가지로, 미래는 아직 존재하지 않기에 전혀 결정되지 않았으며 아직 결정되지 않은 것이 다른 어떤 것의 원인이 될 수 없으므로 시간여행은 여전히 불가능하다는 비판에 직면할 수 있다. 그러나 Tn-1에 도착하는 사건의 원인이 Tn에서의 출발이라는 점을 고려한다면, Tn-1에 도착하는 순간 미래 사건이 되는 시간여행은 도착 시점에서 이미 결정된 사건으로 여겨질 수 있다. 즉 미래는 계속 미결정된 것이 아니라, 시간여행 여부에 따라 미결정되었다고도 할 수 있고 결정되었다고도 할 수 있다. 이에 ㉢조건부 결정론자는 출발지 미결정의 문제가 해소되어 시간여행에 걸림돌이 없다고 주장한다. 그러나 시간여행이 3차원주의와 양립할 수 없음을 고수하는 이들은 출발지 비존재의 문제를 출발지 미결정의 문제로 대체하여 이를 해소하는 전략을 받아들이지 않을 것이다.
[1988] s=100 | ㉠∼㉢에 관한 설명으로 가장 적절한 것은?
[1989] s=21  | ①
[1990] s=21  | ②
[1991] s=21  | ③
[1992] s=21  | ④
[1993] s=21  | ⑤
[2008] s=100 | 윗글에서 추론한 내용으로 적절하지 않은 것은?
[2009] s=21  | ①
[2010] s=21  | ②
[2011] s=21  | ③
[2012] s=21  | ④
[2013] s=21  | ⑤
[2014] s=100 | 윗글을 바탕으로 <보기>를 설명할 때, 적절하지 않은 것은?
[2015] s=27  | <보 기>밴드 결성 전, 존 레논은 자신이 유명한 가수가 될 것이라는 예언을 듣는다. 자신의 미래가 궁금해진 레논은 마침 타임머신 실험 소식을 듣고 10년 후의 미래로 가고자 자원하였다. 10년 후, 그의 밴드는 유명해지고 데뷔 이전 머리가 짧았던 그는 긴 머리를 가지게 된다. 만일 10년 후로의 시간여행이 가능하다면, 미래를 방문한 무명의 레논은 장발의 록 스타인 자신을 직접 보게 될 것이다. 그러나 이는 ‘동일한 것은 서로 구별될 수 없다.’라는 ⓐ원리에 위배된다. 즉 ‘동일한 사람이 무명이면서 동시에 스타이다.’라는 ⓑ논리적 모순이 발생하는 것이다. 이 문제가 해소되지 않으면 레논은 10년 후로 시간여행을 할 수 없다.
[2017] s=60  | <보 기>
[2021] s=26  | 밴드 결성 전, 존 레논은 자신이 유명한 가수가 될 것이라는 예언을 듣는다. 자신의 미래가 궁금해진 레논은 마침 타임머신 실험 소식을 듣고 10년 후의 미래로 가고자 자원하였다. 10년 후, 그의 밴드는 유명해지고 데뷔 이전 머리가 짧았던 그는 긴 머리를 가지게 된다. 만일 10년 후로의 시간여행이 가능하다면, 미래를 방문한 무명의 레논은 장발의 록 스타인 자신을 직접 보게 될 것이다. 그러나 이는 ‘동일한 것은 서로 구별될 수 없다.’라는 ⓐ원리에 위배된다. 즉 ‘동일한 사람이 무명이면서 동시에 스타이다.’라는 ⓑ논리적 모순이 발생하는 것이다. 이 문제가 해소되지 않으면 레논은 10년 후로 시간여행을 할 수 없다.
[2022] s=21  | ①
[2023] s=21  | ②
[2024] s=21  | ③
[2025] s=122 | ④
[2026] s=21  | ⑤
[2076] s=61  | SELF CHECK LIST – V 표시
[2077] s=30  | SELF CHECK LIST – V 표시
[2078] s=61  | 0. 지문 12m 타이트하게 읽기 – 라이트하게 단어 잡기
[2079] s=30  | 0. 지문 12m 타이트하게 읽기 – 라이트하게 단어 잡기
[2081] s=61  | 1. 문단별로 요약해보기 – 회상해서 쓰기
[2082] s=30  | 1. 문단별로 요약해보기 – 회상해서 쓰기
[2084] s=61  | 2. 문제 풀기
[2085] s=30  | 2. 문제 풀기
[2087] s=61  | 3. 지문 안된 파트, 선지 안된 파트 형광 표시하기
[2088] s=30  | 3. 지문 안된 파트, 선지 안된 파트 형광 표시하기
[2090] s=61  | 4. 지문 다시 차근차근 정보 정리하면서 읽기 5. 지문 안보고 백지에 설명하듯 쓰기 + 구문장6. 문제 다시 풀고 원인 , 나의 문제점 고민하기7. 채점 및 해설보기8. 내 풀이와 해설지 풀이 및 사고 과정 비교9. 앞으로 해야하는 것, 방향성 체크10. 체계 만들기- 단권화
[2091] s=30  | 4. 지문 다시 차근차근 정보 정리하면서 읽기
[2093] s=30  | 5. 지문 안보고 백지에 설명하듯 쓰기 + 구문장
[2095] s=30  | 6. 문제 다시 풀고 원인 , 나의 문제점 고민하기
[2097] s=30  | 7. 채점 및 해설보기
[2099] s=30  | 8. 내 풀이와 해설지 풀이 및 사고 과정 비교
[2101] s=30  | 9. 앞으로 해야하는 것, 방향성 체크
[2103] s=30  | 10. 체계 만들기- 단권화
[2105] s=61  | 11. 회상- 백지 노트에 다시 지문 복습하기-낮,밤
[2106] s=30  | 11. 회상- 백지 노트에 다시 지문 복습하기-낮,밤
[2108] s=61  | 11. 회상- 백지 노트에 다시 지문 복습하기-낮,밤
[2109] s=30  | 11. 회상- 백지 노트에 다시 지문 복습하기-낮,밤
[2113] s=1   | FINAL BOOST 15날짜 [     ] 소요 시간 [     ] 첫 난이도 [     ] RETRY 난이도 [    ]
[2114] s=1   | FINAL BOOST 15
[2115] s=1   | 날짜 [     ] 소요 시간 [     ] 첫 난이도 [     ] RETRY 난이도 [    ]
[2117] s=119 | 화학과 물리학은 어떤 관계에 있고, 양자의 관계는 두 학문의 발전에 어떤 영향을 미치나? 두 학문은 오랫동안 따로따로 발달했지만 100년 전쯤부터 급속히 서로 가까워졌다. 첫 접촉 지점은 분광 스펙트럼이었다. 스펙트럼 분석법은 1870년대부터 화학자들에게 유용한 도구였다. 미량의 시료만 있어도 분광 스펙트럼에 나타나는 색 띠들의 패턴이 거기 어떤 물질들이 포함되어 있는지 어김없이 알려주었기 때문이다. 그러나 왜 그런 색 띠들이 나타나고 그 패턴이 원소마다 고유한지 화학자들은 설명하지 못했다. 그런데 원자의 구조와 씨름하던 물리학자들이 이 선들이 원자 안의 전자들이 방출하는 전자기파에 의한 것임을 알아냈고, 원소마다 고유한 전자 배치가 스펙트럼의 고유한 패턴의 근거라는 설명을 제공해 주었다. 1913년 물리학자 보어는 원자 이론을 토대로 수소 원자의 스펙트럼을 거의 정확히 설명해 냈다. 그의 이론은 수소 이외에 다른 원소의 스펙트럼에 대해서는 눈감아 줄 수 없는 오차를 낳았지만, 그런 이유로 인해 폐기된 것이 아니라 오히려 더 많은 원소들의 스펙트럼을 설명할 수 있는 세련된 이론의 형성을 촉발하여 현대 물리학의 중심 이론인 양자역학의 발달에 초석이 되었다.
[2118] s=119 | 이처럼 한 분야가 필요로 하는 이론이나 방법론을 다른 분야가 제공할 때 두 분야 간에는 일종의 비대칭적 의존 관계가 형성되는데, 화학과 물리학 사이에는 광범위하게 이런 의존의 관계가 있는 것처럼 보인다. 이 때문에 적지 않은 이들이 화학은 물리학으로 환원 가능하다고 주장한다. 전자의 설명력을 후자로 흡수 통합시킬 수 있다는 얘기다. 이런 주장이 정당화되려면 화학적 문제가 요구하는 설명과 예측을 물리학이 빠짐없이 제공할 수 있어야 할 것이다.
[2119] s=119 | 최근 화학에는 양자화학이라는 분야가 발달해 화학적 현상을 현대 물리학의 핵심 이론인 양자역학의 기반으로 환원시켜 다루는 프로그램을 실행하고 있다. 양자화학은 양자역학의 도구인 슈뢰딩거 방정식을 써서 분자 내 전자들의 정밀한 배치 구조를 계산한다. 양자화학에서 ‘순이론적 방법’은 주어진 계(system)에 대한 슈뢰딩거 방정식을 세우고 그 해를 구한 뒤에 그것을 화학적 문제에 적용하려 한다. 예컨대 수소 원자의 경우 슈뢰딩거 방정식 는 다음과 같은 형태를 띤다.
[2121] s=121 | 다른 경우에도 그 계의 퍼텐셜 에너지를 고려하여 슈뢰딩거 방정식을 세우고 그 방정식을 풀어 파동함수 를 구하면 그것을 가지고 과학자는 계의 상태에 대한 여러 가지 계산을 해낼 수 있다.
[2122] s=119 | 그러나 슈뢰딩거 방정식을 풀어 해를 구할 수 있는 것은 기껏해야 원자핵과 전자 한 개로 구성된 수소 원자의 경우뿐이다. 헬륨 원자나 수소 분자까지 포함해서 화학자들이 관심을 갖는 사실상 모든 경우에 슈뢰딩거 방정식의 정확한 해는 구할 수 없다. 이런 경우 해의 근사적 형태를 구하지만, 아주 비슷한 것이라도 ‘진짜 그것’은 아니다. 환원의 장애물은 이뿐만이 아니다. 수소 원자의 경우라도 외부 자기장의 영향이 있으면 정확한 해를 구할 수 없다. 이 때문에 양자화학에서는 근사와 보정의 기법을 적극 활용하는 ‘보정된 방법’이 많이 쓰인다. 이러한 근사의 기법은 양자역학의 수학적 기법의 발달에도 영향을 미쳤다. ‘보정된 방법’에서는 실험에서 옳다고 판명된 해를 문제 상황의 이론적 접근에 활용한다. 파동함수 가 취할 수 있는 여러 형태 가운데 하나를 택할 때나 근사의 세부 방식을 정할 때, 화학자들은 이미 확보된 경험적 자료의 관점에서 가장 그럴 듯한 것을 택한다. 또 그러한 시도 끝에 얻은 화학 실험의 결과는 다시 이론 쪽에 투입되어 처음에 놓았던 이론적 가정을 수정하는 데 쓰인다. 화학자들은 이 과정을 반복하면서 출발점에 놓을 이론을 수정해간다. 이는 환원하는 이론이 환원될 대상인 화학의 방식으로 산출된 자료에 의지할 수밖에 없음을 뜻하고, 이로써 ㉠양자화학에서 의도된 환원은 성립하지 않는다는 사실이 다시 한 번 드러난다.
[2123] s=119 | 그러나 분광 스펙트럼과 원자 이론의 관계에서와 마찬가지로 이 경우에도 현재의 환원 가능성만이 의미 있는 것은 아니다. 오히려 불완전한 환원을 완성하려고 애쓰는 과정에서 환원의 토대가 되는 이론과 그것으로부터 설명을 제공받는 이론이 모두 발전의 계기를 얻는다. 분야 간의 환원 가능성을 둘러싼 토론은 현재 상태에서 환원이 성공하는가의 여부가 아니라 두 분야의 발전 방향을 지시한다는 역동성의 관점에서 중요하다.
[2127] s=100 | ‘양자화학’에 대한 위 글의 서술과 부합하지 않는 것은?
[2128] s=21  | ① ‘보정된 방법’에서도 양자역학의 이론적 도구가 활용된다.
[2129] s=21  | ②
[2130] s=21  | ③
[2131] s=21  | ④
[2132] s=21  | ⑤
[2149] s=100 | ㉠의 주장을 약화시키는 진술만을 <보기>에서 있는 대로 고른 것은?
[2150] s=27  | <보 기>ㄱ. 이론으로 실험 결과를 설명했다고 하려면 이론이 실험 결과를 반영하여 조정된 것이어서는 안 된다.ㄴ. 슈뢰딩거 방정식의 해의 근삿값은 그것의 참값에 못지않은 정확한 설명과 예측을 가능케 한다.ㄷ. 동일한 외부 자기장의 영향이 있을 경우, 둘 이상의 원자로 이루어진 분자보다 수소 원자에서 해의 근삿값 구하기가 더 쉽다.
[2152] s=142 | <보 기>
[2156] s=152 | ㄱ. 이론으로 실험 결과를 설명했다고 하려면 이론이 실험 결과를 반영하여 조정된 것이어서는 안 된다.
[2157] s=152 | ㄴ. 슈뢰딩거 방정식의 해의 근삿값은 그것의 참값에 못지않은 정확한 설명과 예측을 가능케 한다.
[2158] s=152 | ㄷ. 동일한 외부 자기장의 영향이 있을 경우, 둘 이상의 원자로 이루어진 분자보다 수소 원자에서 해의 근삿값 구하기가 더 쉽다.
[2159] s=153 | ① ㄱ   ② ㄴ    ③ ㄷ    ④ ㄱ, ㄴ    ⑤ ㄴ, ㄷ
[2168] s=100 | 위 글에 나타난 ‘양자화학에서 물리학과 화학의 관계’에 대응시켜 DNA 연구에서 화학과 생물학의 관계를 파악할 때 가장 적절한 것은?
[2169] s=21  | ①
[2170] s=154 | ②
[2171] s=21  | ③
[2172] s=21  | ④
[2173] s=21  | ⑤
[2207] s=61  | SELF CHECK LIST – V 표시
[2208] s=30  | SELF CHECK LIST – V 표시
[2209] s=61  | 0. 지문 12m 타이트하게 읽기 – 라이트하게 단어 잡기
[2210] s=30  | 0. 지문 12m 타이트하게 읽기 – 라이트하게 단어 잡기
[2212] s=61  | 1. 문단별로 요약해보기 – 회상해서 쓰기
[2213] s=30  | 1. 문단별로 요약해보기 – 회상해서 쓰기
[2215] s=61  | 2. 문제 풀기
[2216] s=30  | 2. 문제 풀기
[2218] s=61  | 3. 지문 안된 파트, 선지 안된 파트 형광 표시하기
[2219] s=30  | 3. 지문 안된 파트, 선지 안된 파트 형광 표시하기
[2221] s=61  | 4. 지문 다시 차근차근 정보 정리하면서 읽기 5. 지문 안보고 백지에 설명하듯 쓰기 + 구문장6. 문제 다시 풀고 원인 , 나의 문제점 고민하기7. 채점 및 해설보기8. 내 풀이와 해설지 풀이 및 사고 과정 비교9. 앞으로 해야하는 것, 방향성 체크10. 체계 만들기- 단권화
[2222] s=30  | 4. 지문 다시 차근차근 정보 정리하면서 읽기
[2224] s=30  | 5. 지문 안보고 백지에 설명하듯 쓰기 + 구문장
[2226] s=30  | 6. 문제 다시 풀고 원인 , 나의 문제점 고민하기
[2228] s=30  | 7. 채점 및 해설보기
[2230] s=30  | 8. 내 풀이와 해설지 풀이 및 사고 과정 비교
[2232] s=30  | 9. 앞으로 해야하는 것, 방향성 체크
[2234] s=30  | 10. 체계 만들기- 단권화
[2236] s=61  | 11. 회상- 백지 노트에 다시 지문 복습하기-낮,밤
[2237] s=30  | 11. 회상- 백지 노트에 다시 지문 복습하기-낮,밤
[2240] s=1   | FINAL BOOST 16날짜 [     ] 소요 시간 [     ] 첫 난이도 [     ] RETRY 난이도 [    ]
[2241] s=1   | FINAL BOOST 16
[2242] s=1   | 날짜 [     ] 소요 시간 [     ] 첫 난이도 [     ] RETRY 난이도 [    ]
[2244] s=22  | 20세기에 들어서면서 물리학은 크게 변모했다. 특히 특수상대성이론과 양자역학의 등장은 가히 혁명적인 변화를 가져왔다. 그런데 이 두 예는 과학의 진보가 어떤 방식으로 이루어지는가 하는 물음의 관점에서 볼 때 상이한 특징을 드러낸다.
[2245] s=22  | 1905년 발표된 특수상대성이론은 시간과 공간 같은 물리학의 개념들을 변화시켰을 뿐만 아니라, 물리학에 등장하는 여러 공식들을 고쳐 쓰게 만들었다. 오랫동안 상대 운동에 관한 유효한 공식으로 승인되었던 속도의 덧셈 법칙도 이에 해당한다. 이 법칙은 시속 150km로 달리는 기차 안에서 반대 방향으로 시속 150km로 달리는 옆 선로의 기차를 볼 때 그것이 시속 300km로 도망가는 듯 보인다는 상식적인 사실을 설명해 주지만, 특수상대성이론에 따르면 이와 같은 덧셈 법칙은 정확하지 않다.
[2246] s=22  | 그렇다고 해서 고전물리학이 새 이론에 의해 완전히 부정된 것은 아니다. 특수상대성이론의 관점에서 보더라도 고전물리학의 식들은 대부분의 상황에서 아무 문제가 없을 만큼 정확한 설명과 예측을 제공하기 때문이다. 예컨대 앞에서 말한 기차가 만일 초속 15만km로 달린다면 새 이론과 고전물리학의 계산에 뚜렷한 차이가 나겠지만, 음속을 넘는 시속 1,500km 정도에서도 두 계산의 결과는 충분히 훌륭한 근사를 보여 준다. 특수상대성이론은 고전물리학의 설명력을 고스란히 포섭하는 반면, 고전물리학은 특수상대성이론이 설명할 수 있는 영역 중 ‘속도가 그다지 크지 않다면’이라는 조건으로 제한되는 영역에서 여전히 유효하다. 이렇게 볼 때 특수상대성이론은 고전물리학을 포섭하면서 설명과 예측의 영역을 확장시켰다는 점에서 물리학의 진보를 이루었다고 확언할 수 있다.
[2247] s=22  | 양자역학의 경우는 어떠한가? 1910년대에 물리학자들은 원자에 속한 전자들의 동역학적 상태를 설명하려 했지만 고전물리학으로는 그런 설명이 불가능했다. 결국 물리학자들은 고전물리학과 양립 불가능한 전제들을 토대로 삼아 양자역학의 체계를 구축함으로써 비로소 문제의 현상에 대한 정확하고도 일관성 있는 설명을 제공할 수 있었다. 원자에 구속되지 않은 자유로운 전자의 운동은 고전물리학으로 설명되는 반면, 원자 안의 전자를 설명하는 데는 양자역학이 필요하다. 원자 안의 전자가 충분한 에너지를 얻으면 자유로운 전자가 되는데, 마치 그렇게 풀려나면서 양자역학의 영토로부터 고전물리학의 영토로 건너오는 꼴이었다.
[2248] s=22  | 문제는 양자역학의 식들이 고전물리학이 효과적으로 설명해 온 현상들을 설명하는 데 힘을 발휘하지 못한다는 점이다. 이 때문에 양자역학의 등장이 물리학의 진보를 의미한다고 확신할 수 없다는 의견도 있을 수 있다. 양자역학만으로는 설명할 수 없는 당구공의 충돌 같은 현상이 고전물리학 고유의 영역에 버티고 있기 때문이다. 1980년대부터 발달한 혼돈이론의 경우는 두 이론 간 관계의 또 다른 면을 보여 준다. 혼돈이론은 아주 미세하게 다른 두 초기 상태가 시간의 흐름 속에서 어떻게 발달해 가는지를 살피는데, 양자역학에서는 ‘아주 미세하게 다른 두 초기 상태’라는 개념의 의미가 명확히 규정될 수 없는 경우가 존재한다. 이는 혼돈이론이 고전물리학의 토대 위에서만 성립할 수 있음을 의미한다.
[2249] s=22  | 그러나 양자역학과 고전물리학은 절묘하게 서로 연결된다. 원자에서 막 풀려나오는 순간의 전자에 대응되는 극한 조건을 가정하면 신통하게도 양자역학의 식은 고전물리학이 내놓는 식과 일치하는 형태를 띤다. 이는 각기 다른 현상 영역을 맡아 설명하고 있는 두 이론이 극한 조건 아래 두 영역의 경계에서 만나 매끄러운 이음매를 만들며 연결되고 있음을 의미한다. 이런 연결을 통해 고전물리학과 양자역학은 물리학을 구성하는 상보적인 부분들로 자리를 잡는다.
[2250] s=22  | 만일 고전물리학이 폐기되어 사라졌거나 고전물리학과 양자역학이 매끄럽게 하나로 연결되지 못했다면, 20세기 물리학의 진보에 대한 평가는 논쟁거리가 될 수 있을 것이다. 그러나 우리가 가진 물리학 전체를 놓고 볼 때 분명해진 사실은 ㉠양자역학의 등장 역시 물리학의 진보로 귀결되었다는 것이다. 고전물리학과 특수상대성이론과 양자역학 덕분에 우리는 ‘다채로우면서도 하나로 연결된 세계’에 대한 ‘다채로우면서도 하나로 연결된 물리학’을 가지고 있다.
[2252] s=100 | 위 글의 내용을 바르게 이해한 것은?
[2253] s=21  | ①
[2254] s=21  | ②
[2255] s=21  | ③
[2256] s=21  | ④
[2257] s=21  | ⑤
[2262] s=100 | ㉠의 판단을 가능하게 하는 위 글의 시각과 일치하지 않는 것은?
[2263] s=21  | ①
[2264] s=21  | ②
[2265] s=21  | ③
[2266] s=21  | ④
[2267] s=21  | ⑤
[2277] s=100 | 윗글의 관점을 <보기>의 사례에 적용한 설명으로 가장 적절한 것은?
[2278] s=27  | <보 기>갈릴레오 낙하 법칙 은 자유롭게 낙하하는 물체의낙하 거리()와 낙하 시간()의 관계를 나타낸다. 뉴턴 역학의 중력 법칙과 운동 방정식을 쓰면 갈릴레오의 법칙이 왜 성립하는지 설명할 수 있지만, 뉴턴 역학의 관점을 엄격히 적용하면 갈릴레오의 법칙은 정확한 진술이 아니다. 물체가 낙하함에 따라 물체와 지구 중심 사이의 거리가 변하고 그에 따라 둘 사이의 중력도 변하기 때문에, 낙하 법칙에서 상수로 가정된 중력가속도 는 사실 상수가 아니다. 그러나 우리가 경험하는 낙하운동은 지구의 반지름에 비해 아주 작은 구간에서 일어나기 때문에 낙하하는 동안 중력이 일정하다고 간주할 수 있다.
[2280] s=60  | <보 기>
[2284] s=162 | 갈릴레오 낙하 법칙 은 자유롭게 낙하하는 물체의
[2285] s=163 | 낙하 거리()와 낙하 시간()의 관계를 나타낸다. 뉴턴 역학의 중력 법칙과 운동 방정식을 쓰면 갈릴레오의 법칙이 왜 성립하는지 설명할 수 있지만, 뉴턴 역학의 관점을 엄격히 적용하면 갈릴레오의 법칙은 정확한 진술이 아니다. 물체가 낙하함에 따라 물체와 지구 중심 사이의 거리가 변하고 그에 따라 둘 사이의 중력도 변하기 때문에, 낙하 법칙에서 상수로 가정된 중력가속도 는 사실 상수가 아니다. 그러나 우리가 경험하는 낙하운동은 지구의 반지름에 비해 아주 작은 구간에서 일어나기 때문에 낙하하는 동안 중력이 일정하다고 간주할 수 있다.
[2287] s=21  | ①
[2288] s=21  | ②
[2289] s=21  | ③를 상수로 간주한다는 점에서 뉴턴 역학과 ‘하나로 연결된 물리학’을 형성할 수 없다.
[2290] s=21  | ④
[2291] s=21  | ⑤
[2343] s=61  | SELF CHECK LIST – V 표시
[2344] s=30  | SELF CHECK LIST – V 표시
[2345] s=61  | 0. 지문 12m 타이트하게 읽기 – 라이트하게 단어 잡기
[2346] s=30  | 0. 지문 12m 타이트하게 읽기 – 라이트하게 단어 잡기
[2348] s=61  | 1. 문단별로 요약해보기 – 회상해서 쓰기
[2349] s=30  | 1. 문단별로 요약해보기 – 회상해서 쓰기
[2351] s=61  | 2. 문제 풀기
[2352] s=30  | 2. 문제 풀기
[2354] s=61  | 3. 지문 안된 파트, 선지 안된 파트 형광 표시하기
[2355] s=30  | 3. 지문 안된 파트, 선지 안된 파트 형광 표시하기
[2357] s=61  | 4. 지문 다시 차근차근 정보 정리하면서 읽기 5. 지문 안보고 백지에 설명하듯 쓰기 + 구문장6. 문제 다시 풀고 원인 , 나의 문제점 고민하기7. 채점 및 해설보기8. 내 풀이와 해설지 풀이 및 사고 과정 비교9. 앞으로 해야하는 것, 방향성 체크10. 체계 만들기- 단권화
[2358] s=30  | 4. 지문 다시 차근차근 정보 정리하면서 읽기
[2360] s=30  | 5. 지문 안보고 백지에 설명하듯 쓰기 + 구문장
[2362] s=30  | 6. 문제 다시 풀고 원인 , 나의 문제점 고민하기
[2364] s=30  | 7. 채점 및 해설보기
[2366] s=30  | 8. 내 풀이와 해설지 풀이 및 사고 과정 비교
[2368] s=30  | 9. 앞으로 해야하는 것, 방향성 체크
[2370] s=30  | 10. 체계 만들기- 단권화
[2372] s=61  | 11. 회상- 백지 노트에 다시 지문 복습하기-낮,밤
[2373] s=30  | 11. 회상- 백지 노트에 다시 지문 복습하기-낮,밤
[2375] s=1   | FINAL BOOST 17날짜 [     ] 소요 시간 [     ] 첫 난이도 [     ] RETRY 난이도 [    ]
[2376] s=1   | FINAL BOOST 17
[2377] s=1   | 날짜 [     ] 소요 시간 [     ] 첫 난이도 [     ] RETRY 난이도 [    ]
[2379] s=22  | 컴퓨터의 CPU가 어떤 작업을 수행하는 것은 CPU의 ‘논리 상태’가 시간에 따라 바뀌는 것을 말한다. 가령, Z
[2380] s=22  | 논리 상태는 2진수로 표현되는데 논리 함수를 통해 다른 상태로 변환된다. 논리 소자가 연결된 조합 회로는 논리 함수의 기능을 가지는데, 조합 회로는 논리 연산은 가능하지만 논리 상태를 저장할 수는 없다. 어떤 논리 상태를 ‘저장’한다는 것은 2진수 정보의 시간적 유지를 의미하는데, 외부에서 입력이 유지되지 않더라도 입력된 정보를 논리 회로 속에 시간적으로 가둘 수 있어야 한다.
[2382] s=22  | 인버터는 입력이 0일 때 1을, 1일 때 0을 출력하는 논리 소자이다. <그림>의 점선 내부에 표시된 ‘1비트 저장 회로’를 생각해보자. 이 회로에서 스위치 S1은 연결하고 스위치 S2는 끊은 채로 A에 정보를 입력한다. 그런 다음 S2를 연결하면 S1을 끊더라도 S2를 통하는 ㉠피드백 회로에 의해 A에 입력된 정보와 반대되는 값이 지속적으로 B에 출력된다. 따라서 이 회로는 0과 1 중 1개의 논리 상태, 즉 1비트의 정보를 저장할 수 있다. 이러한 회로가 2개가 있다면 00, 01, 10, 11의 4가지 논리 상태, n개가 있다면 2가지의 논리 상태 중 1개를 저장할 수 있다.
[2383] s=22  | 그렇다면 논리 상태의 변화는 어떻게 일어날까? 이제 <그림>과 같이 1비트 저장 회로와 조합 회로로 구성되는 ‘순차 논리 회로’를 생각해보자. 이 회로에서 조합 회로는 외부 입력 C와 저장 회로의 출력 B를 다시 입력으로 되받아, 내장된 논리 함수를 통해 논리 상태를 변환하고, 이를 다시 저장 회로의 입력과 연결하는 ㉡피드백 회로를 구성한다. 예를 들어 조합 회로가 두 입력이 같을 때는 1을, 그렇지 않을 경우 0을 출력한다고 하자. 만일 B에서 1이 출력되고 있을 때 C에 1이 입력된다면 조합 회로는 1을 출력하게 된다. 이때 외부에서 어떤 신호를 주어 S2가 열리자마자 S1이 닫힌 다음 다시 S2가 닫히고 S1이 열리는 일련의 스위치 동작이 일어나도록 하면, 조합 회로의 출력은 저장 회로의 입력과 연결되어 있으므로 B에서 출력되는 값은 0으로 바뀐다. 그런 다음 C의 값을 0으로 바꾸어주면, 일련의 스위치 동작이 다시 일어나더라도 B의 값은 바뀌지 않는다. 하지만 C에 다시 1을 입력하고 일련의 스위치 동작이 일어나도록 하면 B의 출력은 1로 바뀐다. 따라서 C에 주는 입력에 의해 저장 회로가 출력하는 논리 상태를 임의로 바꿀 수 있다.
[2384] s=22  | 만일 이 회로에 2개의 1비트 저장 회로를 병렬로 두어 출력을 2비트로 확장하면 00~11의 4가지 논리 상태 중 1개를 출력할 수 있다. 조합 회로의 외부 입력도 2비트로 확장하면 조합 회로는 저장 회로의 현재 출력과 합친 4비트를 입력받게 된다. 이를 내장된 논리 함수에 의해 다시 2비트 출력을 만들어 저장 회로의 입력과 연결한다. 이와 같이 2비트로 확장된 순차 논리 회로에서 외부 입력을 주고 스위치 동작이 일어나도록 하면, 저장 회로의 출력은 2배로 늘어난 논리 상태 중 하나로 바뀐다.
[2385] s=22  | 이 회로에 일정한 시간 간격으로 외부 입력을 바꾸고 스위치 동작 신호를 주면, 주어지는 외부 입력에 따라 특정한 논리 상태가 순차적으로 출력에 나타나게 된다. ⓐ이런 회로가 N비트로 확장된 대표적인 사례가 CPU이며 스위치를 동작시키는 신호가 CPU 클록이다. 회로 외부에서 입력되는 정보는 컴퓨터 프로그램의 ‘명령 코드’가 된다. 명령 코드를 CPU의 외부 입력으로 주고 클록 신호를 주면 CPU의 현재 논리 상태는 특정 논리 상태로 바뀐다. 이때 출력에 연결된 회로가 바뀐 상태에 해당하는 기능을 수행하게 된다. CPU 클록은 CPU의 상태 변경 속도, 즉 CPU의 처리 속도를 결정한다.
[2388] s=100 | 윗글의 내용과 일치하지 않는 것은?
[2389] s=21  | ①
[2390] s=21  | ②
[2391] s=21  | ③
[2392] s=21  | ④
[2393] s=21  | ⑤
